acquisition_channel,signup_month,activity_month,period_index,cohort_customers,acquisition_spend,cac,active_customers,net_revenue,contribution_margin,cumulative_contribution_margin,cumulative_margin_net_of_cac,payback_ratio
Paid Search,2024-01-01,2024-01-01,0,44,1450.06,32.96,43,13600.94,3290.62,3290.62,1840.56,2.2693
Paid Search,2024-01-01,2024-02-01,1,44,1450.06,32.96,4,1747.55,591.16,3881.78,2431.72,2.677
Paid Search,2024-01-01,2024-03-01,2,44,1450.06,32.96,9,2745.61,848.31,4730.09,3280.03,3.262
Paid Search,2024-01-01,2024-04-01,3,44,1450.06,32.96,5,1310.72,407.99,5138.08,3688.02,3.5434
Paid Search,2024-01-01,2024-05-01,4,44,1450.06,32.96,5,1603.16,508.63,5646.71,4196.65,3.8941
Paid Search,2024-01-01,2024-06-01,5,44,1450.06,32.96,1,688.99,217.79,5864.5,4414.44,4.0443
Paid Search,2024-01-01,2024-07-01,6,44,1450.06,32.96,0,0.00,0.0,5864.5,4414.44,4.0443
Paid Search,2024-01-01,2024-08-01,7,44,1450.06,32.96,3,871.20,284.71,6149.21,4699.15,4.2407
Paid Search,2024-01-01,2024-09-01,8,44,1450.06,32.96,3,767.99,-181.27,5967.94,4517.88,4.1157
Paid Search,2024-01-01,2024-10-01,9,44,1450.06,32.96,2,954.25,154.59,6122.53,4672.47,4.2223
Paid Search,2024-01-01,2024-11-01,10,44,1450.06,32.96,2,329.42,59.84,6182.37,4732.31,4.2635
Paid Search,2024-01-01,2024-12-01,11,44,1450.06,32.96,1,76.21,20.5,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2025-01-01,12,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2025-02-01,13,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2025-03-01,14,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2025-04-01,15,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2025-05-01,16,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2025-06-01,17,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2025-07-01,18,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2025-08-01,19,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2025-09-01,20,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2025-10-01,21,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2025-11-01,22,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2025-12-01,23,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2026-01-01,24,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2026-02-01,25,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2026-03-01,26,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2026-04-01,27,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2026-05-01,28,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-01-01,2026-06-01,29,44,1450.06,32.96,0,0.00,0.0,6202.87,4752.81,4.2777
Paid Search,2024-02-01,2024-02-01,0,35,1281.24,36.61,35,11473.34,2659.76,2659.76,1378.52,2.0759
Paid Search,2024-02-01,2024-03-01,1,35,1281.24,36.61,2,427.70,143.37,2803.13,1521.89,2.1878
Paid Search,2024-02-01,2024-04-01,2,35,1281.24,36.61,9,2300.35,560.02,3363.15,2081.91,2.6249
Paid Search,2024-02-01,2024-05-01,3,35,1281.24,36.61,2,261.68,43.86,3407.01,2125.77,2.6592
Paid Search,2024-02-01,2024-06-01,4,35,1281.24,36.61,5,2064.27,543.07,3950.08,2668.84,3.083
Paid Search,2024-02-01,2024-07-01,5,35,1281.24,36.61,2,611.60,97.83,4047.91,2766.67,3.1594
Paid Search,2024-02-01,2024-08-01,6,35,1281.24,36.61,2,1503.99,201.16,4249.07,2967.83,3.3164
Paid Search,2024-02-01,2024-09-01,7,35,1281.24,36.61,1,354.58,128.94,4378.01,3096.77,3.417
Paid Search,2024-02-01,2024-10-01,8,35,1281.24,36.61,1,309.35,-14.87,4363.14,3081.9,3.4054
Paid Search,2024-02-01,2024-11-01,9,35,1281.24,36.61,0,0.00,0.0,4363.14,3081.9,3.4054
Paid Search,2024-02-01,2024-12-01,10,35,1281.24,36.61,1,274.94,-53.45,4309.69,3028.45,3.3637
Paid Search,2024-02-01,2025-01-01,11,35,1281.24,36.61,0,0.00,0.0,4309.69,3028.45,3.3637
Paid Search,2024-02-01,2025-02-01,12,35,1281.24,36.61,0,0.00,0.0,4309.69,3028.45,3.3637
Paid Search,2024-02-01,2025-03-01,13,35,1281.24,36.61,0,0.00,0.0,4309.69,3028.45,3.3637
Paid Search,2024-02-01,2025-04-01,14,35,1281.24,36.61,0,0.00,0.0,4309.69,3028.45,3.3637
Paid Search,2024-02-01,2025-05-01,15,35,1281.24,36.61,1,185.70,55.53,4365.22,3083.98,3.407
Paid Search,2024-02-01,2025-06-01,16,35,1281.24,36.61,1,164.08,52.78,4418.0,3136.76,3.4482
Paid Search,2024-02-01,2025-07-01,17,35,1281.24,36.61,0,0.00,0.0,4418.0,3136.76,3.4482
Paid Search,2024-02-01,2025-08-01,18,35,1281.24,36.61,1,556.57,45.24,4463.24,3182.0,3.4835
Paid Search,2024-02-01,2025-09-01,19,35,1281.24,36.61,0,0.00,0.0,4463.24,3182.0,3.4835
Paid Search,2024-02-01,2025-10-01,20,35,1281.24,36.61,1,1333.40,206.03,4669.27,3388.03,3.6443
Paid Search,2024-02-01,2025-11-01,21,35,1281.24,36.61,0,0.00,0.0,4669.27,3388.03,3.6443
Paid Search,2024-02-01,2025-12-01,22,35,1281.24,36.61,1,864.42,178.83,4848.1,3566.86,3.7839
Paid Search,2024-02-01,2026-01-01,23,35,1281.24,36.61,0,0.00,0.0,4848.1,3566.86,3.7839
Paid Search,2024-02-01,2026-02-01,24,35,1281.24,36.61,0,0.00,0.0,4848.1,3566.86,3.7839
Paid Search,2024-02-01,2026-03-01,25,35,1281.24,36.61,0,0.00,0.0,4848.1,3566.86,3.7839
Paid Search,2024-02-01,2026-04-01,26,35,1281.24,36.61,0,0.00,0.0,4848.1,3566.86,3.7839
Paid Search,2024-02-01,2026-05-01,27,35,1281.24,36.61,0,0.00,0.0,4848.1,3566.86,3.7839
Paid Search,2024-02-01,2026-06-01,28,35,1281.24,36.61,0,0.00,0.0,4848.1,3566.86,3.7839
Paid Search,2024-07-01,2024-07-01,0,58,2075.90,35.79,53,17231.49,4144.3,4144.3,2068.4,1.9964
Paid Search,2024-07-01,2024-08-01,1,58,2075.90,35.79,11,3222.58,794.8,4939.1,2863.2,2.3793
Paid Search,2024-07-01,2024-09-01,2,58,2075.90,35.79,14,3925.90,703.67,5642.77,3566.87,2.7182
Paid Search,2024-07-01,2024-10-01,3,58,2075.90,35.79,7,3671.12,77.72,5720.49,3644.59,2.7557
Paid Search,2024-07-01,2024-11-01,4,58,2075.90,35.79,9,1849.99,135.24,5855.73,3779.83,2.8208
Paid Search,2024-07-01,2024-12-01,5,58,2075.90,35.79,5,1468.44,227.12,6082.85,4006.95,2.9302
Paid Search,2024-07-01,2025-01-01,6,58,2075.90,35.79,5,1243.38,323.97,6406.82,4330.92,3.0863
Paid Search,2024-07-01,2025-02-01,7,58,2075.90,35.79,4,1579.31,153.68,6560.5,4484.6,3.1603
Paid Search,2024-07-01,2025-03-01,8,58,2075.90,35.79,6,2802.67,502.2,7062.7,4986.8,3.4022
Paid Search,2024-07-01,2025-04-01,9,58,2075.90,35.79,5,1288.85,644.15,7706.85,5630.95,3.7125
Paid Search,2024-07-01,2025-05-01,10,58,2075.90,35.79,0,0.00,0.0,7706.85,5630.95,3.7125
Paid Search,2024-07-01,2025-06-01,11,58,2075.90,35.79,0,0.00,0.0,7706.85,5630.95,3.7125
Paid Search,2024-07-01,2025-07-01,12,58,2075.90,35.79,3,1304.54,352.42,8059.27,5983.37,3.8823
Paid Search,2024-07-01,2025-08-01,13,58,2075.90,35.79,1,352.66,137.29,8196.56,6120.66,3.9484
Paid Search,2024-07-01,2025-09-01,14,58,2075.90,35.79,1,172.61,61.31,8257.87,6181.97,3.978
Paid Search,2024-07-01,2025-10-01,15,58,2075.90,35.79,1,322.82,118.88,8376.75,6300.85,4.0352
Paid Search,2024-07-01,2025-11-01,16,58,2075.90,35.79,1,371.30,20.36,8397.11,6321.21,4.045
Paid Search,2024-07-01,2025-12-01,17,58,2075.90,35.79,0,0.00,0.0,8397.11,6321.21,4.045
Paid Search,2024-07-01,2026-01-01,18,58,2075.90,35.79,0,0.00,0.0,8397.11,6321.21,4.045
Paid Search,2024-07-01,2026-02-01,19,58,2075.90,35.79,0,0.00,0.0,8397.11,6321.21,4.045
Paid Search,2024-07-01,2026-03-01,20,58,2075.90,35.79,0,0.00,0.0,8397.11,6321.21,4.045
Paid Search,2024-07-01,2026-04-01,21,58,2075.90,35.79,0,0.00,0.0,8397.11,6321.21,4.045
Paid Search,2024-07-01,2026-05-01,22,58,2075.90,35.79,0,0.00,0.0,8397.11,6321.21,4.045
Paid Search,2024-07-01,2026-06-01,23,58,2075.90,35.79,0,0.00,0.0,8397.11,6321.21,4.045
Paid Search,2024-12-01,2024-12-01,0,91,3173.00,34.87,84,26828.86,5760.41,5760.41,2587.41,1.8154
Paid Search,2024-12-01,2025-01-01,1,91,3173.00,34.87,24,6616.05,1251.44,7011.85,3838.85,2.2098
Paid Search,2024-12-01,2025-02-01,2,91,3173.00,34.87,20,6327.88,1945.7,8957.55,5784.55,2.8231
Paid Search,2024-12-01,2025-03-01,3,91,3173.00,34.87,12,3369.39,710.59,9668.14,6495.14,3.047
Paid Search,2024-12-01,2025-04-01,4,91,3173.00,34.87,9,2341.69,916.72,10584.86,7411.86,3.3359
Paid Search,2024-12-01,2025-05-01,5,91,3173.00,34.87,9,2318.93,693.16,11278.02,8105.02,3.5544
Paid Search,2024-12-01,2025-06-01,6,91,3173.00,34.87,1,333.29,10.54,11288.56,8115.56,3.5577
Paid Search,2024-12-01,2025-07-01,7,91,3173.00,34.87,5,907.25,77.21,11365.77,8192.77,3.582
Paid Search,2024-12-01,2025-08-01,8,91,3173.00,34.87,0,0.00,0.0,11365.77,8192.77,3.582
Paid Search,2024-12-01,2025-09-01,9,91,3173.00,34.87,1,49.48,15.23,11381.0,8208.0,3.5868
Paid Search,2024-12-01,2025-10-01,10,91,3173.00,34.87,0,0.00,0.0,11381.0,8208.0,3.5868
Paid Search,2024-12-01,2025-11-01,11,91,3173.00,34.87,1,229.41,101.46,11482.46,8309.46,3.6188
Paid Search,2024-12-01,2025-12-01,12,91,3173.00,34.87,0,0.00,0.0,11482.46,8309.46,3.6188
Paid Search,2024-12-01,2026-01-01,13,91,3173.00,34.87,0,0.00,0.0,11482.46,8309.46,3.6188
Paid Search,2024-12-01,2026-02-01,14,91,3173.00,34.87,0,0.00,0.0,11482.46,8309.46,3.6188
Paid Search,2024-12-01,2026-03-01,15,91,3173.00,34.87,0,0.00,0.0,11482.46,8309.46,3.6188
Paid Search,2024-12-01,2026-04-01,16,91,3173.00,34.87,0,0.00,0.0,11482.46,8309.46,3.6188
Paid Search,2024-12-01,2026-05-01,17,91,3173.00,34.87,0,0.00,0.0,11482.46,8309.46,3.6188
Paid Search,2024-12-01,2026-06-01,18,91,3173.00,34.87,0,0.00,0.0,11482.46,8309.46,3.6188
Paid Search,2025-02-01,2025-02-01,0,49,1583.68,32.32,42,13821.76,3413.98,3413.98,1830.3,2.1557
Paid Search,2025-02-01,2025-03-01,1,49,1583.68,32.32,13,5019.09,1219.68,4633.66,3049.98,2.9259
Paid Search,2025-02-01,2025-04-01,2,49,1583.68,32.32,8,2187.22,609.95,5243.61,3659.93,3.311
Paid Search,2025-02-01,2025-05-01,3,49,1583.68,32.32,5,1248.89,26.9,5270.51,3686.83,3.328
Paid Search,2025-02-01,2025-06-01,4,49,1583.68,32.32,6,1584.96,269.84,5540.35,3956.67,3.4984
Paid Search,2025-02-01,2025-07-01,5,49,1583.68,32.32,3,1379.87,284.12,5824.47,4240.79,3.6778
Paid Search,2025-02-01,2025-08-01,6,49,1583.68,32.32,2,1042.72,190.9,6015.37,4431.69,3.7983
Paid Search,2025-02-01,2025-09-01,7,49,1583.68,32.32,2,536.99,259.18,6274.55,4690.87,3.962
Paid Search,2025-02-01,2025-10-01,8,49,1583.68,32.32,0,0.00,0.0,6274.55,4690.87,3.962
Paid Search,2025-02-01,2025-11-01,9,49,1583.68,32.32,3,524.47,190.33,6464.88,4881.2,4.0822
Paid Search,2025-02-01,2025-12-01,10,49,1583.68,32.32,0,0.00,0.0,6464.88,4881.2,4.0822
Paid Search,2025-02-01,2026-01-01,11,49,1583.68,32.32,0,0.00,0.0,6464.88,4881.2,4.0822
Paid Search,2025-02-01,2026-02-01,12,49,1583.68,32.32,0,0.00,0.0,6464.88,4881.2,4.0822
Paid Search,2025-02-01,2026-03-01,13,49,1583.68,32.32,1,43.39,24.47,6489.35,4905.67,4.0976
Paid Search,2025-02-01,2026-04-01,14,49,1583.68,32.32,0,0.00,0.0,6489.35,4905.67,4.0976
Paid Search,2025-02-01,2026-05-01,15,49,1583.68,32.32,0,0.00,0.0,6489.35,4905.67,4.0976
Paid Search,2025-02-01,2026-06-01,16,49,1583.68,32.32,0,0.00,0.0,6489.35,4905.67,4.0976
Paid Search,2025-09-01,2025-09-01,0,74,2493.18,33.69,68,19497.81,4042.8,4042.8,1549.62,1.6215
Paid Search,2025-09-01,2025-10-01,1,74,2493.18,33.69,11,3746.15,1024.94,5067.74,2574.56,2.0326
Paid Search,2025-09-01,2025-11-01,2,74,2493.18,33.69,17,5041.74,718.19,5785.93,3292.75,2.3207
Paid Search,2025-09-01,2025-12-01,3,74,2493.18,33.69,8,1704.03,534.42,6320.35,3827.17,2.5351
Paid Search,2025-09-01,2026-01-01,4,74,2493.18,33.69,5,1805.63,121.81,6442.16,3948.98,2.5839
Paid Search,2025-09-01,2026-02-01,5,74,2493.18,33.69,7,1603.30,532.63,6974.79,4481.61,2.7975
Paid Search,2025-09-01,2026-03-01,6,74,2493.18,33.69,5,1620.55,240.43,7215.22,4722.04,2.894
Paid Search,2025-09-01,2026-04-01,7,74,2493.18,33.69,6,3425.96,285.47,7500.69,5007.51,3.0085
Paid Search,2025-09-01,2026-05-01,8,74,2493.18,33.69,3,747.42,22.57,7523.26,5030.08,3.0175
Paid Search,2025-09-01,2026-06-01,9,74,2493.18,33.69,3,301.65,110.69,7633.95,5140.77,3.0619
Paid Search,2025-12-01,2025-12-01,0,99,3415.56,34.5,96,28241.31,5869.57,5869.57,2454.01,1.7185
Paid Search,2025-12-01,2026-01-01,1,99,3415.56,34.5,21,5940.48,1207.36,7076.93,3661.37,2.072
Paid Search,2025-12-01,2026-02-01,2,99,3415.56,34.5,15,3844.99,610.35,7687.28,4271.72,2.2507
Paid Search,2025-12-01,2026-03-01,3,99,3415.56,34.5,10,3227.93,606.81,8294.09,4878.53,2.4283
Paid Search,2025-12-01,2026-04-01,4,99,3415.56,34.5,7,2169.18,705.11,8999.2,5583.64,2.6348
Paid Search,2025-12-01,2026-05-01,5,99,3415.56,34.5,5,923.84,254.86,9254.06,5838.5,2.7094
Paid Search,2025-12-01,2026-06-01,6,99,3415.56,34.5,6,1021.16,263.27,9517.33,6101.77,2.7865
Paid Search,2026-02-01,2026-02-01,0,58,2026.72,34.94,56,13665.77,3446.64,3446.64,1419.92,1.7006
Paid Search,2026-02-01,2026-03-01,1,58,2026.72,34.94,11,3067.68,338.14,3784.78,1758.06,1.8674
Paid Search,2026-02-01,2026-04-01,2,58,2026.72,34.94,9,1859.80,442.16,4226.94,2200.22,2.0856
Paid Search,2026-02-01,2026-05-01,3,58,2026.72,34.94,10,2515.91,718.94,4945.88,2919.16,2.4403
Paid Search,2026-02-01,2026-06-01,4,58,2026.72,34.94,9,4823.38,754.79,5700.67,3673.95,2.8128
Paid Social,2024-06-01,2024-06-01,0,56,1536.30,27.43,53,10255.51,2592.45,2592.45,1056.15,1.6875
Paid Social,2024-06-01,2024-07-01,1,56,1536.30,27.43,6,1536.22,176.96,2769.41,1233.11,1.8026
Paid Social,2024-06-01,2024-08-01,2,56,1536.30,27.43,3,298.61,166.58,2935.99,1399.69,1.9111
Paid Social,2024-06-01,2024-09-01,3,56,1536.30,27.43,1,565.79,62.26,2998.25,1461.95,1.9516
Paid Social,2024-06-01,2024-10-01,4,56,1536.30,27.43,2,833.44,19.7,3017.95,1481.65,1.9644
Paid Social,2024-06-01,2024-11-01,5,56,1536.30,27.43,0,0.00,0.0,3017.95,1481.65,1.9644
Paid Social,2024-06-01,2024-12-01,6,56,1536.30,27.43,0,0.00,0.0,3017.95,1481.65,1.9644
Paid Social,2024-06-01,2025-01-01,7,56,1536.30,27.43,2,376.67,61.76,3079.71,1543.41,2.0046
Paid Social,2024-06-01,2025-02-01,8,56,1536.30,27.43,0,0.00,0.0,3079.71,1543.41,2.0046
Paid Social,2024-06-01,2025-03-01,9,56,1536.30,27.43,1,705.18,273.45,3353.16,1816.86,2.1826
Paid Social,2024-06-01,2025-04-01,10,56,1536.30,27.43,0,0.00,0.0,3353.16,1816.86,2.1826
Paid Social,2024-06-01,2025-05-01,11,56,1536.30,27.43,0,0.00,0.0,3353.16,1816.86,2.1826
Paid Social,2024-06-01,2025-06-01,12,56,1536.30,27.43,0,0.00,0.0,3353.16,1816.86,2.1826
Paid Social,2024-06-01,2025-07-01,13,56,1536.30,27.43,1,46.02,23.36,3376.52,1840.22,2.1978
Paid Social,2024-06-01,2025-08-01,14,56,1536.30,27.43,0,0.00,0.0,3376.52,1840.22,2.1978
Paid Social,2024-06-01,2025-09-01,15,56,1536.30,27.43,0,0.00,0.0,3376.52,1840.22,2.1978
Paid Social,2024-06-01,2025-10-01,16,56,1536.30,27.43,0,0.00,0.0,3376.52,1840.22,2.1978
Paid Social,2024-06-01,2025-11-01,17,56,1536.30,27.43,0,0.00,0.0,3376.52,1840.22,2.1978
Paid Social,2024-06-01,2025-12-01,18,56,1536.30,27.43,0,0.00,0.0,3376.52,1840.22,2.1978
Paid Social,2024-06-01,2026-01-01,19,56,1536.30,27.43,0,0.00,0.0,3376.52,1840.22,2.1978
Paid Social,2024-06-01,2026-02-01,20,56,1536.30,27.43,0,0.00,0.0,3376.52,1840.22,2.1978
Paid Social,2024-06-01,2026-03-01,21,56,1536.30,27.43,0,0.00,0.0,3376.52,1840.22,2.1978
Paid Social,2024-06-01,2026-04-01,22,56,1536.30,27.43,0,0.00,0.0,3376.52,1840.22,2.1978
Paid Social,2024-06-01,2026-05-01,23,56,1536.30,27.43,0,0.00,0.0,3376.52,1840.22,2.1978
Paid Social,2024-06-01,2026-06-01,24,56,1536.30,27.43,0,0.00,0.0,3376.52,1840.22,2.1978
Paid Social,2026-04-01,2026-04-01,0,118,4924.56,41.73,111,31261.50,6302.21,6302.21,1377.65,1.2798
Paid Social,2026-04-01,2026-05-01,1,118,4924.56,41.73,15,3947.12,1207.26,7509.47,2584.91,1.5249
Paid Social,2026-04-01,2026-06-01,2,118,4924.56,41.73,10,4712.12,153.81,7663.28,2738.72,1.5561
Marketplace,2024-05-01,2024-05-01,0,41,1018.12,24.83,37,10280.31,2674.9,2674.9,1656.78,2.6273
Marketplace,2024-05-01,2024-06-01,1,41,1018.12,24.83,6,679.55,94.11,2769.01,1750.89,2.7197
Marketplace,2024-05-01,2024-07-01,2,41,1018.12,24.83,3,957.69,310.05,3079.06,2060.94,3.0243
Marketplace,2024-05-01,2024-08-01,3,41,1018.12,24.83,2,670.96,323.17,3402.23,2384.11,3.3417
Marketplace,2024-05-01,2024-09-01,4,41,1018.12,24.83,0,0.00,0.0,3402.23,2384.11,3.3417
Marketplace,2024-05-01,2024-10-01,5,41,1018.12,24.83,0,0.00,0.0,3402.23,2384.11,3.3417
Marketplace,2024-05-01,2024-11-01,6,41,1018.12,24.83,0,0.00,0.0,3402.23,2384.11,3.3417
Marketplace,2024-05-01,2024-12-01,7,41,1018.12,24.83,0,0.00,0.0,3402.23,2384.11,3.3417
Marketplace,2024-05-01,2025-01-01,8,41,1018.12,24.83,0,0.00,0.0,3402.23,2384.11,3.3417
Marketplace,2024-05-01,2025-02-01,9,41,1018.12,24.83,0,0.00,0.0,3402.23,2384.11,3.3417
Marketplace,2024-05-01,2025-03-01,10,41,1018.12,24.83,1,375.26,122.68,3524.91,2506.79,3.4622
Marketplace,2024-05-01,2025-04-01,11,41,1018.12,24.83,0,0.00,0.0,3524.91,2506.79,3.4622
Marketplace,2024-05-01,2025-05-01,12,41,1018.12,24.83,0,0.00,0.0,3524.91,2506.79,3.4622
Marketplace,2024-05-01,2025-06-01,13,41,1018.12,24.83,0,0.00,0.0,3524.91,2506.79,3.4622
Marketplace,2024-05-01,2025-07-01,14,41,1018.12,24.83,0,0.00,0.0,3524.91,2506.79,3.4622
Marketplace,2024-05-01,2025-08-01,15,41,1018.12,24.83,0,0.00,0.0,3524.91,2506.79,3.4622
Marketplace,2024-05-01,2025-09-01,16,41,1018.12,24.83,0,0.00,0.0,3524.91,2506.79,3.4622
Marketplace,2024-05-01,2025-10-01,17,41,1018.12,24.83,0,0.00,0.0,3524.91,2506.79,3.4622
Marketplace,2024-05-01,2025-11-01,18,41,1018.12,24.83,0,0.00,0.0,3524.91,2506.79,3.4622
Marketplace,2024-05-01,2025-12-01,19,41,1018.12,24.83,0,0.00,0.0,3524.91,2506.79,3.4622
Marketplace,2024-05-01,2026-01-01,20,41,1018.12,24.83,0,0.00,0.0,3524.91,2506.79,3.4622
Marketplace,2024-05-01,2026-02-01,21,41,1018.12,24.83,0,0.00,0.0,3524.91,2506.79,3.4622
Marketplace,2024-05-01,2026-03-01,22,41,1018.12,24.83,0,0.00,0.0,3524.91,2506.79,3.4622
Marketplace,2024-05-01,2026-04-01,23,41,1018.12,24.83,0,0.00,0.0,3524.91,2506.79,3.4622
Marketplace,2024-05-01,2026-05-01,24,41,1018.12,24.83,0,0.00,0.0,3524.91,2506.79,3.4622
Marketplace,2024-05-01,2026-06-01,25,41,1018.12,24.83,0,0.00,0.0,3524.91,2506.79,3.4622
Marketplace,2025-01-01,2025-01-01,0,34,780.54,22.96,28,7145.37,1588.72,1588.72,808.18,2.0354
Marketplace,2025-01-01,2025-02-01,1,34,780.54,22.96,9,2735.45,820.98,2409.7,1629.16,3.0872
Marketplace,2025-01-01,2025-03-01,2,34,780.54,22.96,7,3257.02,1176.91,3586.61,2806.07,4.595
Marketplace,2025-01-01,2025-04-01,3,34,780.54,22.96,3,1007.60,266.28,3852.89,3072.35,4.9362
Marketplace,2025-01-01,2025-05-01,4,34,780.54,22.96,2,234.82,96.54,3949.43,3168.89,5.0599
Marketplace,2025-01-01,2025-06-01,5,34,780.54,22.96,1,194.81,4.05,3953.48,3172.94,5.0651
Marketplace,2025-01-01,2025-07-01,6,34,780.54,22.96,1,503.03,185.58,4139.06,3358.52,5.3028
Marketplace,2025-01-01,2025-08-01,7,34,780.54,22.96,3,836.12,373.15,4512.21,3731.67,5.7809
Marketplace,2025-01-01,2025-09-01,8,34,780.54,22.96,1,117.17,62.17,4574.38,3793.84,5.8605
Marketplace,2025-01-01,2025-10-01,9,34,780.54,22.96,0,0.00,0.0,4574.38,3793.84,5.8605
Marketplace,2025-01-01,2025-11-01,10,34,780.54,22.96,0,0.00,0.0,4574.38,3793.84,5.8605
Marketplace,2025-01-01,2025-12-01,11,34,780.54,22.96,0,0.00,0.0,4574.38,3793.84,5.8605
Marketplace,2025-01-01,2026-01-01,12,34,780.54,22.96,0,0.00,0.0,4574.38,3793.84,5.8605
Marketplace,2025-01-01,2026-02-01,13,34,780.54,22.96,0,0.00,0.0,4574.38,3793.84,5.8605
Marketplace,2025-01-01,2026-03-01,14,34,780.54,22.96,0,0.00,0.0,4574.38,3793.84,5.8605
Marketplace,2025-01-01,2026-04-01,15,34,780.54,22.96,0,0.00,0.0,4574.38,3793.84,5.8605
Marketplace,2025-01-01,2026-05-01,16,34,780.54,22.96,0,0.00,0.0,4574.38,3793.84,5.8605
Marketplace,2025-01-01,2026-06-01,17,34,780.54,22.96,0,0.00,0.0,4574.38,3793.84,5.8605
Marketplace,2025-04-01,2025-04-01,0,41,1017.42,24.82,38,11920.42,3806.57,3806.57,2789.15,3.7414
Marketplace,2025-04-01,2025-05-01,1,41,1017.42,24.82,6,1978.68,533.2,4339.77,3322.35,4.2655
Marketplace,2025-04-01,2025-06-01,2,41,1017.42,24.82,8,3423.58,660.74,5000.51,3983.09,4.9149
Marketplace,2025-04-01,2025-07-01,3,41,1017.42,24.82,2,156.65,73.98,5074.49,4057.07,4.9876
Marketplace,2025-04-01,2025-08-01,4,41,1017.42,24.82,3,500.29,80.23,5154.72,4137.3,5.0665
Marketplace,2025-04-01,2025-09-01,5,41,1017.42,24.82,1,87.12,46.68,5201.4,4183.98,5.1123
Marketplace,2025-04-01,2025-10-01,6,41,1017.42,24.82,1,300.12,-221.0,4980.4,3962.98,4.8951
Marketplace,2025-04-01,2025-11-01,7,41,1017.42,24.82,1,176.75,81.69,5062.09,4044.67,4.9754
Marketplace,2025-04-01,2025-12-01,8,41,1017.42,24.82,0,0.00,0.0,5062.09,4044.67,4.9754
Marketplace,2025-04-01,2026-01-01,9,41,1017.42,24.82,0,0.00,0.0,5062.09,4044.67,4.9754
Marketplace,2025-04-01,2026-02-01,10,41,1017.42,24.82,1,1041.35,142.21,5204.3,4186.88,5.1152
Marketplace,2025-04-01,2026-03-01,11,41,1017.42,24.82,0,0.00,0.0,5204.3,4186.88,5.1152
Marketplace,2025-04-01,2026-04-01,12,41,1017.42,24.82,0,0.00,0.0,5204.3,4186.88,5.1152
Marketplace,2025-04-01,2026-05-01,13,41,1017.42,24.82,0,0.00,0.0,5204.3,4186.88,5.1152
Marketplace,2025-04-01,2026-06-01,14,41,1017.42,24.82,0,0.00,0.0,5204.3,4186.88,5.1152
Organic Search,2024-11-01,2024-11-01,0,79,308.04,3.9,73,20646.01,4571.61,4571.61,4263.57,14.841
Organic Search,2024-11-01,2024-12-01,1,79,308.04,3.9,13,4465.62,996.36,5567.97,5259.93,18.0755
Organic Search,2024-11-01,2025-01-01,2,79,308.04,3.9,14,3543.54,1145.68,6713.65,6405.61,21.7947
Organic Search,2024-11-01,2025-02-01,3,79,308.04,3.9,12,5217.32,917.95,7631.6,7323.56,24.7747
Organic Search,2024-11-01,2025-03-01,4,79,308.04,3.9,6,1586.50,359.46,7991.06,7683.02,25.9416
Organic Search,2024-11-01,2025-04-01,5,79,308.04,3.9,7,2059.92,609.09,8600.15,8292.11,27.9189
Organic Search,2024-11-01,2025-05-01,6,79,308.04,3.9,4,1198.43,371.82,8971.97,8663.93,29.126
Organic Search,2024-11-01,2025-06-01,7,79,308.04,3.9,4,2198.17,532.45,9504.42,9196.38,30.8545
Organic Search,2024-11-01,2025-07-01,8,79,308.04,3.9,5,1056.43,136.61,9641.03,9332.99,31.298
Organic Search,2024-11-01,2025-08-01,9,79,308.04,3.9,3,484.68,262.08,9903.11,9595.07,32.1488
Organic Search,2024-11-01,2025-09-01,10,79,308.04,3.9,4,1057.17,349.0,10252.11,9944.07,33.2817
